,name,label,x_center,y_center,width,height,filepath
240,train\RiceLeafRoller (68),3,0.497971,0.518939,0.469968,0.649351,datasets/labels/train\RiceLeafRoller (68).txt
241,train\RiceLeafRoller (69),3,0.474302,0.499354,0.575233,0.412145,datasets/labels/train\RiceLeafRoller (69).txt
242,train\RiceLeafRoller (70),3,0.500459,0.481266,0.611848,0.430233,datasets/labels/train\RiceLeafRoller (70).txt
243,train\RiceLeafRoller (72),3,0.473818,0.547804,0.670762,0.731266,datasets/labels/train\RiceLeafRoller (72).txt
244,train\RiceLeafRoller (73),3,0.467849,0.49354,0.6073,0.452196,datasets/labels/train\RiceLeafRoller (73).txt
245,train\RiceLeafRoller (74),3,0.531071,0.491602,0.805494,0.895349,datasets/labels/train\RiceLeafRoller (74).txt
246,train\RiceLeafRoller (75),3,0.466447,0.476744,0.420936,0.617571,datasets/labels/train\RiceLeafRoller (75).txt
247,train\RiceLeafRoller (76),3,0.488231,0.469619,0.57711,0.603381,datasets/labels/train\RiceLeafRoller (76).txt
248,train\RiceLeafRoller (8),3,0.424107,0.630283,0.31737,0.34033,datasets/labels/train\RiceLeafRoller (8).txt
249,train\RiceLeafRoller (9),3,0.58409,0.501292,0.524326,0.873385,datasets/labels/train\RiceLeafRoller (9).txt
250,train\RiceStemBorer (10),4,0.530151,0.521318,0.696833,0.655039,datasets/labels/train\RiceStemBorer (10).txt
251,train\RiceStemBorer (11),4,0.461894,0.452842,0.514091,0.722222,datasets/labels/train\RiceStemBorer (11).txt
252,train\RiceStemBorer (12),4,0.503447,0.525194,0.878979,0.781654,datasets/labels/train\RiceStemBorer (12).txt
253,train\RiceStemBorer (15),4,0.510569,0.517442,0.856863,0.784238,datasets/labels/train\RiceStemBorer (15).txt
254,train\RiceStemBorer (16),4,0.392063,0.544574,0.640517,0.497416,datasets/labels/train\RiceStemBorer (16).txt
255,train\RiceStemBorer (17),4,0.49015,0.492894,0.718182,0.822997,datasets/labels/train\RiceStemBorer (17).txt
256,train\RiceStemBorer (2),4,0.48596,0.520026,0.533536,0.642119,datasets/labels/train\RiceStemBorer (2).txt
257,train\RiceStemBorer (21),4,0.545049,0.514397,0.887175,0.883982,datasets/labels/train\RiceStemBorer (21).txt
258,train\RiceStemBorer (22),4,0.496984,0.586563,0.840334,0.444444,datasets/labels/train\RiceStemBorer (22).txt
259,train\RiceStemBorer (23),4,0.468665,0.377907,0.135919,0.378553,datasets/labels/train\RiceStemBorer (23).txt
260,train\RiceStemBorer (24),4,0.496753,0.456765,0.831169,0.373293,datasets/labels/train\RiceStemBorer (24).txt
261,train\RiceStemBorer (25),4,0.520103,0.492248,0.799843,0.48062,datasets/labels/train\RiceStemBorer (25).txt
262,train\RiceStemBorer (27),4,0.494777,0.453488,0.955737,0.832041,datasets/labels/train\RiceStemBorer (27).txt
263,train\RiceStemBorer (28),4,0.392836,0.584625,0.672489,0.479328,datasets/labels/train\RiceStemBorer (28).txt
264,train\RiceStemBorer (29),4,0.644753,0.565891,0.447756,0.824289,datasets/labels/train\RiceStemBorer (29).txt
265,train\RiceStemBorer (30),4,0.468377,0.628553,0.4644,0.520672,datasets/labels/train\RiceStemBorer (30).txt
266,train\RiceStemBorer (31),4,0.394874,0.609173,0.66447,0.44832,datasets/labels/train\RiceStemBorer (31).txt
267,train\RiceStemBorer (32),4,0.548011,0.498062,0.317863,0.913437,datasets/labels/train\RiceStemBorer (32).txt
268,train\RiceStemBorer (33),4,0.492918,0.486434,0.329799,0.913437,datasets/labels/train\RiceStemBorer (33).txt
269,train\RiceStemBorer (34),4,0.450373,0.485142,0.67643,0.308786,datasets/labels/train\RiceStemBorer (34).txt
270,train\RiceStemBorer (35),4,0.501916,0.554264,0.927422,0.718346,datasets/labels/train\RiceStemBorer (35).txt
271,train\RiceStemBorer (36),4,0.501593,0.414083,0.50023,0.680879,datasets/labels/train\RiceStemBorer (36).txt
272,train\RiceStemBorer (37),4,0.46559,0.586563,0.613869,0.465116,datasets/labels/train\RiceStemBorer (37).txt
273,train\RiceStemBorer (39),4,0.428963,0.483204,0.382509,0.906977,datasets/labels/train\RiceStemBorer (39).txt
274,train\RiceStemBorer (40),4,0.554789,0.491558,0.745942,0.653247,datasets/labels/train\RiceStemBorer (40).txt
275,train\RiceStemBorer (41),4,0.53695,0.517442,0.207788,0.536176,datasets/labels/train\RiceStemBorer (41).txt
276,train\RiceStemBorer (42),4,0.534121,0.560724,0.296539,0.638243,datasets/labels/train\RiceStemBorer (42).txt
277,train\RiceStemBorer (43),4,0.458888,0.412145,0.622555,0.754522,datasets/labels/train\RiceStemBorer (43).txt
278,train\RiceStemBorer (44),4,0.519451,0.543282,0.898618,0.378553,datasets/labels/train\RiceStemBorer (44).txt
279,train\RiceStemBorer (45),4,0.576066,0.560078,0.66376,0.510336,datasets/labels/train\RiceStemBorer (45).txt
280,train\RiceStemBorer (46),4,0.618975,0.425711,0.631336,0.577519,datasets/labels/train\RiceStemBorer (46).txt
281,train\RiceStemBorer (47),4,0.514996,0.415375,0.902659,0.621447,datasets/labels/train\RiceStemBorer (47).txt
282,train\RiceStemBorer (48),4,0.417014,0.43863,0.760384,0.378553,datasets/labels/train\RiceStemBorer (48).txt
283,train\RiceStemBorer (49),4,0.459933,0.436693,0.887262,0.387597,datasets/labels/train\RiceStemBorer (49).txt
284,train\RiceStemBorer (5),4,0.472948,0.475452,0.354685,0.782946,datasets/labels/train\RiceStemBorer (5).txt
285,train\RiceStemBorer (51),4,0.454194,0.489664,0.824501,0.452196,datasets/labels/train\RiceStemBorer (51).txt
286,train\RiceStemBorer (52),4,0.476732,0.410853,0.608846,0.75969,datasets/labels/train\RiceStemBorer (52).txt
287,train\RiceStemBorer (53),4,0.409834,0.465116,0.561608,0.622739,datasets/labels/train\RiceStemBorer (53).txt
288,train\RiceStemBorer (55),4,0.38185,0.346899,0.185482,0.360465,datasets/labels/train\RiceStemBorer (55).txt
289,train\RiceStemBorer (56),4,0.28228,0.399225,0.376061,0.281654,datasets/labels/train\RiceStemBorer (56).txt
290,train\RiceStemBorer (57),4,0.433599,0.536822,0.259684,0.763566,datasets/labels/train\RiceStemBorer (57).txt
291,train\RiceStemBorer (58),4,0.437057,0.340439,0.363863,0.218346,datasets/labels/train\RiceStemBorer (58).txt
292,train\RiceStemBorer (6),4,0.448586,0.495478,0.320581,0.807494,datasets/labels/train\RiceStemBorer (6).txt
293,train\RiceStemBorer (60),4,0.597403,0.480301,0.287338,0.754192,datasets/labels/train\RiceStemBorer (60).txt
294,train\RiceStemBorer (61),4,0.469437,0.427003,0.586813,0.20801,datasets/labels/train\RiceStemBorer (61).txt
295,train\RiceStemBorer (62),4,0.536624,0.564599,0.612081,0.806202,datasets/labels/train\RiceStemBorer (62).txt
296,train\RiceStemBorer (63),4,0.60045,0.479328,0.470809,0.813953,datasets/labels/train\RiceStemBorer (63).txt
297,train\RiceStemBorer (64),4,0.522696,0.622739,0.344982,0.540052,datasets/labels/train\RiceStemBorer (64).txt
298,train\RiceStemBorer (65),4,0.497233,0.447028,0.384617,0.751938,datasets/labels/train\RiceStemBorer (65).txt
299,train\RiceStemBorer (66),4,0.558036,0.549883,0.679383,0.505715,datasets/labels/train\RiceStemBorer (66).txt
300,train\RiceStemBorer (67),4,0.430908,0.439922,0.737262,0.678295,datasets/labels/train\RiceStemBorer (67).txt
301,train\RiceStemBorer (68),4,0.495536,0.515024,0.953734,0.931499,datasets/labels/train\RiceStemBorer (68).txt
302,train\RiceStemBorer (69),4,0.502435,0.50305,0.965909,0.951647,datasets/labels/train\RiceStemBorer (69).txt
303,train\RiceStemBorer (7),4,0.508606,0.530362,0.56628,0.319121,datasets/labels/train\RiceStemBorer (7).txt
304,train\RiceStemBorer (8),4,0.478806,0.531654,0.604671,0.388889,datasets/labels/train\RiceStemBorer (8).txt
305,train\RiceStemBorer (9),4,0.467744,0.514858,0.345715,0.613695,datasets/labels/train\RiceStemBorer (9).txt
